date,product_id,category,demand,price,has_promotion,is_holiday,day_of_week,month,temperature,competitor_price,stock_level
2022-03-21,PROD_001,Sports,790,76.09,1,0,0,3,83.9,76.82,205
2022-03-22,PROD_001,Sports,692,88.72,0,0,1,3,79.6,88.87,168
2022-03-23,PROD_001,Sports,680,52.47,0,0,2,3,73.2,50.65,860
2022-03-24,PROD_001,Sports,671,61.38,0,0,3,3,75.2,66.86,380
2022-03-25,PROD_001,Sports,575,54.42,0,0,4,3,77.6,52.14,104
2022-03-26,PROD_001,Sports,560,37.42,0,0,5,3,88.3,38.21,145
2022-03-27,PROD_001,Sports,426,57.41,0,0,6,3,76.4,64.57,930
2022-03-28,PROD_001,Sports,548,10.99,0,0,0,3,80.8,12.61,402
2022-03-29,PROD_001,Sports,416,54.87,0,0,1,3,76.8,60.33,625
2022-03-30,PROD_001,Sports,885,22.8,1,0,2,3,82.3,21.8,373
2022-03-31,PROD_001,Sports,488,54.95,0,0,3,3,76.2,52.42,372
2022-04-01,PROD_001,Sports,705,36.47,0,0,4,4,81.1,39.6,166
2022-04-02,PROD_001,Sports,516,54.06,0,0,5,4,82.0,57.7,847
2022-04-03,PROD_001,Sports,692,34.57,1,0,6,4,84.6,35.3,976
2022-04-04,PROD_001,Sports,503,84.77,0,0,0,4,76.9,88.8,449
2022-04-05,PROD_001,Sports,889,33.33,1,0,1,4,67.5,38.21,322
2022-04-06,PROD_001,Sports,613,67.0,0,0,2,4,88.9,74.65,293
2022-04-07,PROD_001,Sports,673,58.74,0,0,3,4,76.6,59.61,886
2022-04-08,PROD_001,Sports,898,76.72,1,0,4,4,84.8,74.22,993
2022-04-09,PROD_001,Sports,504,53.65,1,0,5,4,79.1,52.41,749
2022-04-10,PROD_001,Sports,343,41.43,0,0,6,4,84.0,45.66,649
2022-04-11,PROD_001,Sports,563,44.95,0,0,0,4,81.6,51.14,687
2022-04-12,PROD_001,Sports,683,97.52,0,0,1,4,82.4,108.24,390
2022-04-13,PROD_001,Sports,847,86.06,1,0,2,4,68.6,96.86,188
2022-04-14,PROD_001,Sports,692,52.84,0,0,3,4,80.8,55.9,674
2022-04-15,PROD_001,Sports,412,33.37,0,0,4,4,83.7,37.75,138
2022-04-16,PROD_001,Sports,502,97.0,1,0,5,4,75.1,107.55,768
2022-04-17,PROD_001,Sports,455,77.85,0,0,6,4,84.2,76.19,295
2022-04-18,PROD_001,Sports,568,84.55,0,0,0,4,84.5,82.19,327
2022-04-19,PROD_001,Sports,889,64.39,0,0,1,4,74.1,66.43,784
2022-04-20,PROD_001,Sports,640,70.33,0,0,2,4,70.9,71.68,110
2022-04-21,PROD_001,Sports,557,38.6,0,0,3,4,70.6,41.42,317
2022-04-22,PROD_001,Sports,679,56.77,0,0,4,4,79.4,61.84,987
2022-04-23,PROD_001,Sports,515,72.35,1,0,5,4,75.6,69.85,561
2022-04-24,PROD_001,Sports,439,92.38,0,0,6,4,91.3,95.14,408
2022-04-25,PROD_001,Sports,458,74.11,0,0,0,4,73.4,78.37,174
2022-04-26,PROD_001,Sports,679,51.71,0,0,1,4,79.2,49.47,862
2022-04-27,PROD_001,Sports,771,25.87,1,0,2,4,82.2,26.45,162
2022-04-28,PROD_001,Sports,608,28.1,0,0,3,4,80.3,29.27,247
2022-04-29,PROD_001,Sports,611,19.44,0,0,4,4,90.8,18.73,314
2022-04-30,PROD_001,Sports,368,79.51,0,0,5,4,89.0,81.54,243
2022-05-01,PROD_001,Sports,241,16.79,0,0,6,5,84.5,17.43,213
2022-05-02,PROD_001,Sports,582,72.62,0,0,0,5,74.6,79.93,877
2022-05-03,PROD_001,Sports,715,66.72,0,0,1,5,81.9,63.75,858
2022-05-04,PROD_001,Sports,690,27.68,0,0,2,5,68.5,29.45,150
2022-05-05,PROD_001,Sports,514,28.92,0,0,3,5,81.0,32.42,590
2022-05-06,PROD_001,Sports,516,88.18,0,0,4,5,68.3,85.3,429
2022-05-07,PROD_001,Sports,419,25.99,1,0,5,5,78.2,26.88,613
2022-05-08,PROD_001,Sports,461,64.05,0,0,6,5,74.0,61.29,631
2022-05-09,PROD_001,Sports,544,47.33,0,0,0,5,67.4,53.95,953
2022-05-10,PROD_001,Sports,621,20.55,0,0,1,5,75.8,20.27,981
2022-05-11,PROD_001,Sports,852,34.47,1,0,2,5,69.0,33.7,334
2022-05-12,PROD_001,Sports,690,23.66,0,0,3,5,81.0,26.37,227
2022-05-13,PROD_001,Sports,845,59.09,1,0,4,5,85.3,65.94,698
2022-05-14,PROD_001,Sports,437,21.53,1,0,5,5,79.6,21.54,848
2022-05-15,PROD_001,Sports,314,27.92,0,0,6,5,65.6,29.42,675
2022-05-16,PROD_001,Sports,562,90.2,0,0,0,5,75.3,86.92,878
2022-05-17,PROD_001,Sports,427,43.85,0,0,1,5,77.2,45.83,722
2022-05-18,PROD_001,Sports,429,22.08,0,0,2,5,75.6,21.69,343
2022-05-19,PROD_001,Sports,670,55.73,1,0,3,5,79.6,54.13,812
2022-05-20,PROD_001,Sports,773,49.08,0,0,4,5,68.9,47.38,597
2022-05-21,PROD_001,Sports,447,69.22,0,0,5,5,64.5,67.02,916
2022-05-22,PROD_001,Sports,396,94.49,1,0,6,5,74.0,106.26,875
2022-05-23,PROD_001,Sports,570,81.82,0,0,0,5,73.0,92.52,367
2022-05-24,PROD_001,Sports,579,107.67,0,0,1,5,76.7,103.02,728
2022-05-25,PROD_001,Sports,535,25.23,0,0,2,5,79.1,27.73,471
2022-05-26,PROD_001,Sports,524,41.27,0,0,3,5,72.5,41.1,287
2022-05-27,PROD_001,Sports,453,90.19,0,0,4,5,61.4,96.01,987
2022-05-28,PROD_001,Sports,389,78.22,0,0,5,5,75.8,83.95,993
2022-05-29,PROD_001,Sports,362,56.63,0,0,6,5,74.4,54.59,913
2022-05-30,PROD_001,Sports,525,77.5,0,0,0,5,82.4,87.16,338
2022-05-31,PROD_001,Sports,567,17.66,0,0,1,5,79.3,16.78,528
2022-06-01,PROD_001,Sports,451,34.39,0,0,2,6,60.7,37.35,239
2022-06-02,PROD_001,Sports,553,77.88,0,0,3,6,71.4,87.75,443
2022-06-03,PROD_001,Sports,587,60.86,0,0,4,6,70.6,65.22,592
2022-06-04,PROD_001,Sports,508,13.9,1,0,5,6,71.8,14.95,826
2022-06-05,PROD_001,Sports,298,102.75,0,0,6,6,67.3,113.2,161
2022-06-06,PROD_001,Sports,596,90.1,0,0,0,6,75.7,86.23,679
2022-06-07,PROD_001,Sports,507,19.61,0,0,1,6,65.4,22.12,837
2022-06-08,PROD_001,Sports,544,85.43,0,0,2,6,63.9,88.14,137
2022-06-09,PROD_001,Sports,551,75.05,0,0,3,6,65.3,84.07,139
2022-06-10,PROD_001,Sports,597,61.04,0,0,4,6,76.9,64.62,848
2022-06-11,PROD_001,Sports,327,61.1,0,0,5,6,64.0,60.01,880
2022-06-12,PROD_001,Sports,385,75.39,0,0,6,6,73.8,74.02,846
2022-06-13,PROD_001,Sports,512,55.83,0,0,0,6,67.7,53.05,357
2022-06-14,PROD_001,Sports,405,50.18,0,0,1,6,70.4,57.51,116
2022-06-15,PROD_001,Sports,695,39.59,1,0,2,6,64.8,39.86,554
2022-06-16,PROD_001,Sports,532,93.61,0,0,3,6,68.6,90.85,295
2022-06-17,PROD_001,Sports,609,86.48,1,0,4,6,67.7,94.41,985
2022-06-18,PROD_001,Sports,315,59.9,0,0,5,6,66.8,57.2,132
2022-06-19,PROD_001,Sports,436,56.9,0,0,6,6,61.8,57.17,384
2022-06-20,PROD_001,Sports,516,20.56,0,0,0,6,70.8,20.76,899
2022-06-21,PROD_001,Sports,544,73.45,1,0,1,6,62.8,83.64,968
2022-06-22,PROD_001,Sports,521,43.72,0,0,2,6,63.4,49.35,626
2022-06-23,PROD_001,Sports,630,30.1,0,0,3,6,65.8,31.43,638
2022-06-24,PROD_001,Sports,552,28.67,0,0,4,6,66.5,32.08,298
2022-06-25,PROD_001,Sports,365,19.77,0,0,5,6,63.6,21.93,252
2022-06-26,PROD_001,Sports,326,65.22,1,0,6,6,64.1,64.9,930
2022-06-27,PROD_001,Sports,488,40.04,0,0,0,6,63.4,39.24,888
2022-06-28,PROD_001,Sports,707,45.14,1,0,1,6,53.6,49.16,900
2022-06-29,PROD_001,Sports,518,95.82,0,0,2,6,58.1,93.0,145
2022-06-30,PROD_001,Sports,796,56.2,1,0,3,6,63.5,53.5,964
2022-07-01,PROD_001,Sports,461,17.37,0,0,4,7,55.5,18.48,785
2022-07-02,PROD_001,Sports,325,76.23,0,0,5,7,61.9,74.31,734
2022-07-03,PROD_001,Sports,435,85.81,1,0,6,7,68.9,96.47,789
2022-07-04,PROD_001,Sports,688,82.32,0,1,0,7,70.1,87.3,489
2022-07-05,PROD_001,Sports,485,52.16,0,0,1,7,67.8,50.41,111
2022-07-06,PROD_001,Sports,431,26.17,0,0,2,7,53.6,29.0,794
2022-07-07,PROD_001,Sports,715,22.2,1,0,3,7,51.9,23.5,158
2022-07-08,PROD_001,Sports,347,28.97,0,0,4,7,56.8,32.55,258
2022-07-09,PROD_001,Sports,343,88.38,0,0,5,7,62.1,92.89,661
2022-07-10,PROD_001,Sports,387,61.32,0,0,6,7,56.9,68.96,517
2022-07-11,PROD_001,Sports,363,75.74,0,0,0,7,52.6,77.76,629
2022-07-12,PROD_001,Sports,472,70.38,0,0,1,7,59.2,69.39,625
2022-07-13,PROD_001,Sports,448,28.15,0,0,2,7,48.2,31.65,722
2022-07-14,PROD_001,Sports,401,64.17,0,0,3,7,57.4,64.97,127
2022-07-15,PROD_001,Sports,470,66.69,0,0,4,7,53.4,76.29,402
2022-07-16,PROD_001,Sports,209,88.5,0,0,5,7,52.4,95.92,460
2022-07-17,PROD_001,Sports,317,33.14,0,0,6,7,50.9,32.6,220
2022-07-18,PROD_001,Sports,503,42.39,0,0,0,7,58.3,44.05,466
2022-07-19,PROD_001,Sports,435,26.31,0,0,1,7,54.0,27.79,119
2022-07-20,PROD_001,Sports,489,63.88,1,0,2,7,55.0,69.48,375
2022-07-21,PROD_001,Sports,462,87.27,0,0,3,7,54.4,98.06,322
2022-07-22,PROD_001,Sports,436,55.16,0,0,4,7,48.1,53.87,407
2022-07-23,PROD_001,Sports,367,29.14,0,0,5,7,50.0,32.75,185
2022-07-24,PROD_001,Sports,282,76.2,0,0,6,7,52.3,76.12,637
2022-07-25,PROD_001,Sports,452,55.59,0,0,0,7,53.4,60.33,246
2022-07-26,PROD_001,Sports,480,87.23,0,0,1,7,42.9,85.65,803
2022-07-27,PROD_001,Sports,579,96.12,1,0,2,7,53.4,102.22,588
2022-07-28,PROD_001,Sports,604,72.18,1,0,3,7,50.9,81.59,496
2022-07-29,PROD_001,Sports,350,52.33,0,0,4,7,51.8,49.77,754
2022-07-30,PROD_001,Sports,185,65.71,0,0,5,7,55.3,70.26,835
2022-07-31,PROD_001,Sports,314,27.85,0,0,6,7,58.8,29.91,876
2022-08-01,PROD_001,Sports,406,88.03,0,0,0,8,48.0,89.64,111
2022-08-02,PROD_001,Sports,485,54.48,1,0,1,8,37.9,57.74,913
2022-08-03,PROD_001,Sports,420,86.75,0,0,2,8,53.5,86.63,814
2022-08-04,PROD_001,Sports,375,27.63,0,0,3,8,47.1,29.66,472
2022-08-05,PROD_001,Sports,423,39.94,0,0,4,8,39.5,42.82,757
2022-08-06,PROD_001,Sports,267,104.23,0,0,5,8,43.5,116.94,138
2022-08-07,PROD_001,Sports,281,68.01,0,0,6,8,40.6,77.71,551
2022-08-08,PROD_001,Sports,516,81.31,1,0,0,8,43.2,77.28,217
2022-08-09,PROD_001,Sports,419,67.14,0,0,1,8,42.7,68.63,781
2022-08-10,PROD_001,Sports,441,39.61,0,0,2,8,44.1,44.14,159
2022-08-11,PROD_001,Sports,321,87.28,0,0,3,8,46.2,85.58,660
2022-08-12,PROD_001,Sports,479,82.69,0,0,4,8,53.3,87.59,749
2022-08-13,PROD_001,Sports,229,60.98,0,0,5,8,44.7,65.21,757
2022-08-14,PROD_001,Sports,316,50.65,0,0,6,8,49.5,50.9,135
2022-08-15,PROD_001,Sports,441,84.9,1,0,0,8,40.9,86.68,807
2022-08-16,PROD_001,Sports,344,87.75,0,0,1,8,47.1,88.12,811
2022-08-17,PROD_001,Sports,308,55.93,0,0,2,8,52.0,64.25,869
2022-08-18,PROD_001,Sports,273,98.52,0,0,3,8,50.0,95.35,552
2022-08-19,PROD_001,Sports,490,67.79,1,0,4,8,40.8,70.5,111
2022-08-20,PROD_001,Sports,235,73.97,0,0,5,8,39.7,84.95,971
2022-08-21,PROD_001,Sports,231,33.02,0,0,6,8,43.8,36.58,899
2022-08-22,PROD_001,Sports,414,89.1,1,0,0,8,39.4,91.07,440
2022-08-23,PROD_001,Sports,411,31.58,0,0,1,8,41.7,35.95,565
2022-08-24,PROD_001,Sports,359,92.69,0,0,2,8,44.7,95.11,315
2022-08-25,PROD_001,Sports,335,69.55,0,0,3,8,47.0,70.56,774
2022-08-26,PROD_001,Sports,482,70.31,1,0,4,8,44.1,78.36,892
2022-08-27,PROD_001,Sports,274,39.05,0,0,5,8,41.1,44.54,124
2022-08-28,PROD_001,Sports,240,20.87,0,0,6,8,35.6,20.16,111
2022-08-29,PROD_001,Sports,373,47.08,0,0,0,8,28.8,45.72,489
2022-08-30,PROD_001,Sports,354,11.83,1,0,1,8,36.5,12.57,877
2022-08-31,PROD_001,Sports,402,56.34,0,0,2,8,35.4,58.37,198
2022-09-01,PROD_001,Sports,396,76.67,1,0,3,9,45.5,82.31,871
2022-09-02,PROD_001,Sports,274,85.18,0,0,4,9,47.3,89.9,330
2022-09-03,PROD_001,Sports,281,79.74,0,0,5,9,36.0,84.13,625
2022-09-04,PROD_001,Sports,285,49.0,1,0,6,9,39.4,50.65,841
2022-09-05,PROD_001,Sports,358,72.73,0,0,0,9,34.7,69.27,341
2022-09-06,PROD_001,Sports,325,25.47,0,0,1,9,41.3,25.55,494
2022-09-07,PROD_001,Sports,345,79.08,0,0,2,9,35.8,80.26,863
2022-09-08,PROD_001,Sports,399,84.85,0,0,3,9,40.1,96.84,724
2022-09-09,PROD_001,Sports,439,77.84,0,0,4,9,38.5,77.91,109
2022-09-10,PROD_001,Sports,274,34.62,0,0,5,9,41.3,35.56,825
2022-09-11,PROD_001,Sports,231,59.6,0,0,6,9,35.3,65.41,548
2022-09-12,PROD_001,Sports,405,12.98,0,0,0,9,45.1,14.42,582
2022-09-13,PROD_001,Sports,379,100.65,1,0,1,9,34.3,102.66,498
2022-09-14,PROD_001,Sports,228,78.21,0,0,2,9,47.1,87.29,619
2022-09-15,PROD_001,Sports,407,10.89,0,0,3,9,43.9,11.18,660
2022-09-16,PROD_001,Sports,368,30.58,0,0,4,9,40.6,34.53,877
2022-09-17,PROD_001,Sports,286,39.84,0,0,5,9,47.9,43.81,387
2022-09-18,PROD_001,Sports,194,21.9,0,0,6,9,41.7,21.22,587
2022-09-19,PROD_001,Sports,323,50.67,0,0,0,9,39.4,57.12,987
2022-09-20,PROD_001,Sports,365,67.85,0,0,1,9,38.7,71.84,248
2022-09-21,PROD_001,Sports,373,54.97,0,0,2,9,44.8,59.43,302
2022-09-22,PROD_001,Sports,351,74.2,0,0,3,9,48.9,72.09,312
2022-09-23,PROD_001,Sports,337,78.81,0,0,4,9,46.4,86.42,782
2022-09-24,PROD_001,Sports,194,78.63,0,0,5,9,41.0,88.49,328
2022-09-25,PROD_001,Sports,250,46.48,1,0,6,9,44.3,53.38,203
2022-09-26,PROD_001,Sports,379,91.99,1,0,0,9,45.6,102.39,830
2022-09-27,PROD_001,Sports,436,44.37,1,0,1,9,39.4,48.9,665
2022-09-28,PROD_001,Sports,390,11.54,0,0,2,9,43.9,12.71,834
2022-09-29,PROD_001,Sports,229,97.72,0,0,3,9,35.9,106.95,635
2022-09-30,PROD_001,Sports,275,23.13,0,0,4,9,37.9,23.84,682
2022-10-01,PROD_001,Sports,289,61.91,0,0,5,10,47.7,65.75,865
2022-10-02,PROD_001,Sports,235,65.25,0,0,6,10,35.0,71.06,175
2022-10-03,PROD_001,Sports,374,77.94,0,0,0,10,26.1,76.35,282
2022-10-04,PROD_001,Sports,378,30.42,0,0,1,10,43.9,30.73,260
2022-10-05,PROD_001,Sports,286,71.1,0,0,2,10,38.9,79.49,174
2022-10-06,PROD_001,Sports,337,89.85,0,0,3,10,41.8,88.33,718
2022-10-07,PROD_001,Sports,446,81.0,1,0,4,10,30.6,92.19,525
2022-10-08,PROD_001,Sports,129,29.55,0,0,5,10,33.1,30.65,803
2022-10-09,PROD_001,Sports,283,20.17,0,0,6,10,40.0,20.92,412
2022-10-10,PROD_001,Sports,371,14.32,1,0,0,10,38.8,16.25,647
2022-10-11,PROD_001,Sports,391,32.22,1,0,1,10,44.7,36.89,499
2022-10-12,PROD_001,Sports,298,53.27,0,0,2,10,40.2,50.96,695
2022-10-13,PROD_001,Sports,300,58.71,0,0,3,10,45.7,56.79,498
2022-10-14,PROD_001,Sports,445,76.2,1,0,4,10,44.0,73.19,591
2022-10-15,PROD_001,Sports,246,66.13,0,0,5,10,36.3,67.29,470
2022-10-16,PROD_001,Sports,198,62.82,0,0,6,10,36.9,70.36,388
2022-10-17,PROD_001,Sports,346,21.79,0,0,0,10,39.2,23.79,628
2022-10-18,PROD_001,Sports,328,32.46,0,0,1,10,35.3,35.15,156
2022-10-19,PROD_001,Sports,445,50.7,0,0,2,10,44.0,48.79,393
2022-10-20,PROD_001,Sports,372,46.73,0,0,3,10,37.8,46.81,631
2022-10-21,PROD_001,Sports,365,82.24,0,0,4,10,36.2,82.33,480
2022-10-22,PROD_001,Sports,225,104.02,0,0,5,10,45.6,110.02,326
2022-10-23,PROD_001,Sports,272,73.56,1,0,6,10,47.9,84.07,603
2022-10-24,PROD_001,Sports,510,17.93,1,0,0,10,37.4,18.16,658
2022-10-25,PROD_001,Sports,325,91.09,1,0,1,10,51.7,89.56,947
2022-10-26,PROD_001,Sports,319,87.47,0,0,2,10,39.0,98.73,991
2022-10-27,PROD_001,Sports,319,40.46,0,0,3,10,43.6,41.03,228
2022-10-28,PROD_001,Sports,371,101.88,0,0,4,10,36.7,114.76,834
2022-10-29,PROD_001,Sports,252,22.49,0,0,5,10,39.6,23.08,326
2022-10-30,PROD_001,Sports,320,92.8,1,0,6,10,51.4,94.0,494
2022-10-31,PROD_001,Sports,322,66.1,0,0,0,10,46.2,74.42,897
2022-11-01,PROD_001,Sports,434,78.91,1,0,1,11,41.5,77.21,140
2022-11-02,PROD_001,Sports,268,27.83,0,0,2,11,52.5,30.55,719
2022-11-03,PROD_001,Sports,313,100.75,0,0,3,11,44.9,102.27,347
2022-11-04,PROD_001,Sports,431,27.57,1,0,4,11,46.1,27.73,290
2022-11-05,PROD_001,Sports,232,82.97,0,0,5,11,40.4,91.48,401
2022-11-06,PROD_001,Sports,266,86.44,0,0,6,11,45.0,97.24,318
2022-11-07,PROD_001,Sports,354,19.78,0,0,0,11,49.3,20.95,646
2022-11-08,PROD_001,Sports,346,81.87,0,0,1,11,43.7,78.22,713
2022-11-09,PROD_001,Sports,381,83.62,0,0,2,11,45.2,92.91,272
2022-11-10,PROD_001,Sports,410,72.46,0,0,3,11,41.7,81.48,497
2022-11-11,PROD_001,Sports,396,19.02,0,0,4,11,36.1,21.21,920
2022-11-12,PROD_001,Sports,279,38.79,0,0,5,11,47.0,41.45,731
2022-11-13,PROD_001,Sports,377,16.22,1,0,6,11,45.4,15.61,375
2022-11-14,PROD_001,Sports,373,56.52,0,0,0,11,42.7,63.51,581
2022-11-15,PROD_001,Sports,335,61.67,0,0,1,11,36.5,63.95,658
2022-11-16,PROD_001,Sports,468,37.95,1,0,2,11,52.9,40.9,922
2022-11-17,PROD_001,Sports,367,18.93,0,0,3,11,56.9,21.59,261
2022-11-18,PROD_001,Sports,366,93.99,0,0,4,11,50.8,89.35,672
2022-11-19,PROD_001,Sports,175,13.09,0,0,5,11,45.4,12.95,390
2022-11-20,PROD_001,Sports,259,53.64,0,0,6,11,52.6,51.49,235
2022-11-21,PROD_001,Sports,900,19.09,1,1,0,11,48.6,20.09,462
2022-11-22,PROD_001,Sports,688,37.22,1,1,1,11,51.5,39.32,670
2022-11-23,PROD_001,Sports,525,88.57,0,1,2,11,45.6,91.13,719
2022-11-24,PROD_001,Sports,483,92.46,0,1,3,11,52.0,93.32,701
2022-11-25,PROD_001,Sports,601,75.54,0,1,4,11,45.7,75.66,826
2022-11-26,PROD_001,Sports,558,84.14,1,1,5,11,53.8,91.08,584
2022-11-27,PROD_001,Sports,502,50.1,1,1,6,11,51.2,54.3,204
2022-11-28,PROD_001,Sports,398,91.7,0,0,0,11,43.2,89.24,650
2022-11-29,PROD_001,Sports,407,69.45,0,0,1,11,43.5,66.14,367
2022-11-30,PROD_001,Sports,446,54.57,0,0,2,11,39.7,59.8,604
2022-12-01,PROD_001,Sports,512,48.02,1,0,3,12,46.1,50.83,733
2022-12-02,PROD_001,Sports,322,29.66,0,0,4,12,61.1,32.68,122
2022-12-03,PROD_001,Sports,304,60.79,0,0,5,12,58.4,66.12,778
2022-12-04,PROD_001,Sports,291,25.63,0,0,6,12,50.0,27.0,518
2022-12-05,PROD_001,Sports,339,16.16,0,0,0,12,56.6,17.31,787
